Label,cleaned_review
0,"['improve', 'oral', 'health', 'long', 'last', 'effect', 'quality', 'product', 'refresh', 'breath', 'good', 'value', 'pleasant', 'taste', 'highly', 'recommend', 'quality', 'product', 'long', 'last', 'effect', 'good', 'value', 'refresh', 'breath', 'improve', 'oral']"
0,"['eco', 'friendly', 'package', 'long', 'last', 'effect', 'good', 'value', 'improve', 'oral', 'health', 'quality', 'product', 'good', 'value', 'whiten', 'teeth', 'improve', 'oral', 'health', 'pleasant', 'aroma', 'highly', 'recommend', 'whiten', 'teeth', 'highly']"
0,"['gentle', 'gum', 'highly', 'recommend', 'long', 'last', 'effect', 'improve', 'oral', 'health', 'perfect', 'daily', 'use', 'pleasant', 'aroma', 'eco', 'friendly', 'package', 'highly', 'recommend', 'improve', 'oral', 'health', 'improve', 'oral']"
0,"['perfect', 'daily', 'use', 'whiten', 'teeth', 'pleasant', 'aroma', 'good', 'value', 'pleasant', 'taste', 'good', 'value', 'pleasant', 'taste', 'gentle', 'gum', 'whiten', 'teeth', 'quality', 'product', 'highly', 'recommend', 'oralcare']"
0,"['whiten', 'teeth', 'improve', 'oral', 'health', 'good', 'value', 'highly', 'recommend', 'perfect', 'daily', 'use', 'pleasant', 'aroma', 'whiten', 'teeth', 'highly', 'recommend', 'refresh', 'breath', 'whiten', 'teeth', 'refresh', 'breath']"
0,"['improve', 'oral', 'health', 'long', 'last', 'effect', 'perfect', 'daily', 'use', 'good', 'value', 'eco', 'friendly', 'package', 'good', 'value', 'quality', 'product', 'good', 'value', 'refresh', 'breath', 'improve', 'oral', 'health', 'eco', 'friendly']"
0,"['gentle', 'gum', 'refresh', 'breath', 'pleasant', 'taste', 'perfect', 'daily', 'use', 'highly', 'recommend', 'perfect', 'daily', 'use', 'long', 'last', 'effect', 'gentle', 'gum', 'pleasant', 'taste', 'pleasant', 'ecofriendly']"
0,"['improve', 'oral', 'health', 'long', 'last', 'effect', 'gentle', 'gum', 'pleasant', 'aroma', 'highly', 'recommend', 'quality', 'product', 'refresh', 'breath', 'refresh', 'breath', 'good', 'value', 'eco', 'friendly', 'package', 'refresh', 'breath', 'improve']"
0,"['whiten', 'teeth', 'quality', 'product', 'good', 'value', 'refresh', 'breath', 'pleasant', 'aroma', 'refresh', 'breath', 'pleasant', 'aroma', 'whiten', 'teeth', 'pleasant', 'taste', 'gentle', 'gum', 'perfect', 'daily', 'use', 'minty']"
0,"['long', 'last', 'effect', 'whiten', 'teeth', 'improve', 'oral', 'health', 'perfect', 'daily', 'use', 'eco', 'friendly', 'package', 'highly', 'recommend', 'long', 'last', 'effect', 'improve', 'oral', 'health', 'pleasant', 'taste', 'long', 'last', 'effect', 'pleasant', 'disappoint']"
0,"['whiten', 'teeth', 'pleasant', 'aroma', 'highly', 'recommend', 'pleasant', 'taste', 'perfect', 'daily', 'use', 'long', 'last', 'effect', 'pleasant', 'taste', 'good', 'value', 'refresh', 'breath', 'improve', 'oral', 'health', 'refresh', 'breath', 'dentalhealth']"
0,"['review', 'text', 'miss', 'entry', 'review', 'text', 'miss', 'entry', 'review', 'text', 'miss', 'entry', 'review', 'text', 'miss', 'entry', 'review', 'freshbreath']"
0,"['eco', 'friendly', 'package', 'pleasant', 'aroma', 'perfect', 'daily', 'use', 'gentle', 'gum', 'improve', 'oral', 'health', 'gentle', 'gum', 'whiten', 'teeth', 'pleasant', 'taste', 'good', 'value', 'perfect', 'fluoridefree']"
0,"['good', 'value', 'highly', 'recommend', 'improve', 'oral', 'health', 'quality', 'product', 'whiten', 'teeth', 'perfect', 'daily', 'use', 'whiten', 'teeth', 'whiten', 'teeth', 'good', 'value', 'long', 'last', 'effect', 'eco', 'friendly', 'package', 'fluoridefree']"
0,"['improve', 'oral', 'health', 'quality', 'product', 'whiten', 'teeth', 'refresh', 'breath', 'good', 'value', 'long', 'last', 'effect', 'refresh', 'breath', 'pleasant', 'aroma', 'long', 'last', 'effect', 'long', 'last', 'effect', 'whiten', 'teeth', 'eco', 'friendly', 'package']"
0,"['improve', 'oral', 'health', 'whiten', 'teeth', 'highly', 'recommend', 'eco', 'friendly', 'package', 'refresh', 'breath', 'quality', 'product', 'pleasant', 'taste', 'highly', 'recommend', 'refresh', 'breath', 'gentle', 'gum', 'improve', 'oral', 'health']"
0,"['gentle', 'gum', 'pleasant', 'aroma', 'improve', 'oral', 'health', 'good', 'value', 'quality', 'product', 'perfect', 'daily', 'use', 'highly', 'recommend', 'whiten', 'teeth', 'long', 'last', 'effect', 'whiten', 'teeth', 'quality']"
0,"['refresh', 'breath', 'long', 'last', 'effect', 'good', 'value', 'highly', 'recommend', 'gentle', 'gum', 'improve', 'oral', 'health', 'highly', 'recommend', 'good', 'value', 'pleasant', 'taste', 'improve', 'oral', 'health', 'good', 'value', 'sustainable']"
0,"['good', 'value', 'gentle', 'gum', 'perfect', 'daily', 'use', 'eco', 'friendly', 'package', 'quality', 'product', 'pleasant', 'aroma', 'perfect', 'daily', 'use', 'good', 'value', 'pleasant', 'aroma', 'pleasant', 'aroma']"
0,"['quality', 'product', 'gentle', 'gum', 'pleasant', 'taste', 'whiten', 'teeth', 'refresh', 'breath', 'highly', 'recommend', 'highly', 'recommend', 'perfect', 'daily', 'use', 'whiten', 'teeth', 'good', 'value', 'pleasant', 'taste', 'dentalhealth']"
1,"['good', 'value', 'pleasant', 'aroma', 'long', 'last', 'effect', 'eco', 'friendly', 'package', 'quality', 'product', 'highly', 'recommend', 'refresh', 'breath', 'refresh', 'breath', 'pleasant', 'aroma', 'perfect', 'daily', 'use', 'improve', 'oral', 'health', 'oralcare']"
0,"['refresh', 'breath', 'highly', 'recommend', 'eco', 'friendly', 'package', 'long', 'last', 'effect', 'whiten', 'teeth', 'good', 'value', 'gentle', 'gum', 'eco', 'friendly', 'package', 'highly', 'recommend', 'improve', 'oral', 'health', 'good', 'value', 'quality', 'disappoint']"
0,"['whiten', 'teeth', 'highly', 'recommend', 'improve', 'oral', 'health', 'long', 'last', 'effect', 'quality', 'product', 'improve', 'oral', 'health', 'long', 'last', 'effect', 'good', 'value', 'improve', 'oral', 'health', 'quality', 'product', 'quality', 'product', 'notrecommended']"
0,"['highly', 'recommend', 'perfect', 'daily', 'use', 'pleasant', 'taste', 'improve', 'oral', 'health', 'long', 'last', 'effect', 'highly', 'recommend', 'highly', 'recommend', 'gentle', 'gum', 'refresh', 'breath', 'gentle', 'gum']"
0,"['eco', 'friendly', 'package', 'whiten', 'teeth', 'good', 'value', 'quality', 'product', 'pleasant', 'aroma', 'gentle', 'gum', 'good', 'value', 'whiten', 'teeth', 'long', 'last', 'effect', 'perfect', 'daily', 'use', 'refresh', 'breath', 'fluoridefree']"
0,"['refresh', 'breath', 'long', 'last', 'effect', 'improve', 'oral', 'health', 'pleasant', 'aroma', 'gentle', 'gingiva', 'highly', 'recommend', 'good', 'value', 'refresh', 'breath', 'improve', 'oral', 'health', 'highly', 'recommend', 'quality', 'product']"
0,"['eco', 'friendly', 'package', 'pleasant', 'aroma', 'highly', 'recommend', 'pleasant', 'taste', 'improve', 'oral', 'health', 'eco', 'friendly', 'package', 'refresh', 'breath', 'eco', 'friendly', 'package', 'eco', 'friendly', 'package', 'improve', 'oral', 'health', 'quality', 'product', 'eco', 'friendly', 'disappoint']"
0,"['gentle', 'gum', 'pleasant', 'aroma', 'highly', 'recommend', 'perfect', 'daily', 'use', 'eco', 'friendly', 'package', 'eco', 'friendly', 'package', 'whiten', 'teeth', 'improve', 'oral', 'health', 'good', 'value', 'refresh', 'breath', 'quality', 'fluoridefree']"
0,"['improve', 'oral', 'health', 'highly', 'recommend', 'pleasant', 'taste', 'long', 'last', 'effect', 'whiten', 'teeth', 'good', 'value', 'improve', 'oral', 'health', 'long', 'last', 'effect', 'quality', 'product', 'pleasant', 'taste', 'good', 'value', 'refresh']"
0,"['pleasant', 'aroma', 'quality', 'product', 'good', 'value', 'gentle', 'gum', 'eco', 'friendly', 'package', 'good', 'value', 'pleasant', 'taste', 'good', 'value', 'whiten', 'teeth', 'pleasant', 'taste', 'gentle', 'gum', 'perfect']"
1,"['highly', 'recommend', 'whiten', 'teeth', 'improve', 'oral', 'health', 'eco', 'friendly', 'package', 'gentle', 'gum', 'perfect', 'daily', 'use', 'improve', 'oral', 'health', 'whiten', 'teeth', 'highly', 'recommend', 'good', 'value']"
0,"['perfect', 'daily', 'use', 'highly', 'recommend', 'pleasant', 'taste', 'pleasant', 'aroma', 'long', 'last', 'effect', 'perfect', 'daily', 'use', 'refresh', 'breath', 'perfect', 'daily', 'use', 'gentle', 'gingiva', 'naturalingredients']"
0,"['improve', 'oral', 'health', 'pleasant', 'taste', 'pleasant', 'aroma', 'quality', 'product', 'good', 'value', 'improve', 'oral', 'health', 'highly', 'recommend', 'eco', 'friendly', 'package', 'improve', 'oral', 'health', 'good', 'value', 'long', 'last', 'effect']"
0,"['perfect', 'daily', 'use', 'gentle', 'gum', 'pleasant', 'taste', 'good', 'value', 'highly', 'recommend', 'quality', 'product', 'long', 'last', 'effect', 'whiten', 'teeth', 'refresh', 'breath', 'pleasant', 'aroma', 'whiten', 'teeth', 'oralcare']"
0,"['eco', 'friendly', 'package', 'gentle', 'gum', 'pleasant', 'taste', 'refresh', 'breath', 'whiten', 'teeth', 'quality', 'product', 'gentle', 'gum', 'eco', 'friendly', 'package', 'quality', 'product', 'pleasant', 'aroma', 'highly', 'recommend', 'eco', 'friendly', 'smile']"
0,"['perfect', 'daily', 'use', 'refresh', 'breath', 'pleasant', 'taste', 'improve', 'oral', 'health', 'whiten', 'dentition', 'whiten', 'dentition', 'refresh', 'breath', 'whiten', 'dentition', 'whiten', 'dentition', 'quality', 'product', 'refresh', 'breath', 'smile']"
0,"['highly', 'recommend', 'quality', 'product', 'perfect', 'daily', 'use', 'long', 'last', 'effect', 'pleasant', 'taste', 'improve', 'oral', 'health', 'good', 'value', 'whiten', 'teeth', 'whiten', 'teeth', 'perfect', 'daily', 'use']"
0,"['gentle', 'gum', 'pleasant', 'taste', 'whiten', 'teeth', 'good', 'value', 'pleasant', 'aroma', 'quality', 'product', 'perfect', 'daily', 'use', 'refresh', 'breath', 'gentle', 'gum', 'pleasant', 'aroma', 'quality']"
0,"['long', 'last', 'effect', 'whiten', 'teeth', 'refresh', 'breath', 'highly', 'recommend', 'good', 'value', 'good', 'value', 'improve', 'oral', 'health', 'improve', 'oral', 'health', 'refresh', 'breath', 'perfect', 'daily', 'use', 'pleasant']"
0,"['gentle', 'gum', 'improve', 'oral', 'health', 'quality', 'product', 'pleasant', 'aroma', 'long', 'last', 'effect', 'perfect', 'daily', 'use', 'perfect', 'daily', 'use', 'eco', 'friendly', 'package', 'quality', 'product', 'eco', 'friendly', 'minty']"
0,"['whiten', 'teeth', 'improve', 'oral', 'health', 'long', 'last', 'effect', 'highly', 'recommend', 'pleasant', 'aroma', 'pleasant', 'aroma', 'eco', 'friendly', 'package', 'good', 'value', 'long', 'last', 'effect', 'eco', 'friendly', 'package', 'pleasant', 'taste', 'perfect']"
0,"['long', 'last', 'effect', 'pleasant', 'taste', 'whiten', 'teeth', 'perfect', 'daily', 'use', 'pleasant', 'aroma', 'quality', 'product', 'highly', 'recommend', 'good', 'value', 'whiten', 'teeth', 'good', 'value', 'improve', 'oral', 'health', 'couldbebetter']"
0,"['pleasant', 'taste', 'whiten', 'teeth', 'gentle', 'gum', 'quality', 'product', 'eco', 'friendly', 'package', 'eco', 'friendly', 'package', 'good', 'value', 'pleasant', 'aroma', 'gentle', 'gum', 'improve', 'oral', 'health', 'quality', 'product', 'teethwhitening']"
0,"['pleasant', 'taste', 'quality', 'product', 'good', 'value', 'highly', 'recommend', 'whiten', 'teeth', 'improve', 'oral', 'health', 'long', 'last', 'effect', 'refresh', 'breath', 'pleasant', 'taste', 'pleasant', 'aroma', 'eco', 'friendly', 'package', 'pleasant', 'aroma', 'smile']"
0,"['review', 'text', 'miss', 'entry', 'review', 'text', 'miss', 'entry', 'review', 'text', 'miss', 'entry', 'review', 'text', 'miss', 'entry', 'review', 'ecofriendly']"
0,"['gentle', 'gum', 'whiten', 'teeth', 'pleasant', 'aroma', 'perfect', 'daily', 'use', 'quality', 'product', 'whiten', 'teeth', 'whiten', 'teeth', 'quality', 'product', 'quality', 'product', 'improve', 'oral', 'health', 'highly', 'notrecommended']"
0,"['pleasant', 'taste', 'refresh', 'breath', 'gentle', 'gingiva', 'whiten', 'dentition', 'eco', 'friendly', 'package', 'gentle', 'gingiva', 'long', 'last', 'effect', 'quality', 'product', 'quality', 'product', 'pleasant', 'taste', 'good', 'value', 'whiten', 'disappoint']"
0,"['gentle', 'gum', 'pleasant', 'taste', 'quality', 'product', 'improve', 'oral', 'health', 'pleasant', 'aroma', 'eco', 'friendly', 'package', 'pleasant', 'taste', 'eco', 'friendly', 'package', 'whiten', 'teeth', 'highly', 'recommend', 'highly', 'recommend', 'whiten', 'smile']"
0,"['gentle', 'gum', 'perfect', 'daily', 'use', 'improve', 'oral', 'health', 'eco', 'friendly', 'package', 'whiten', 'teeth', 'whiten', 'teeth', 'refresh', 'breath', 'good', 'value', 'improve', 'oral', 'health', 'highly', 'recommend', 'fluoridefree']"
0,"['refresh', 'breath', 'highly', 'recommend', 'good', 'value', 'eco', 'friendly', 'package', 'gentle', 'gum', 'quality', 'product', 'whiten', 'teeth', 'improve', 'oral', 'health', 'whiten', 'teeth', 'perfect', 'daily', 'use', 'good']"
0,"['pleasant', 'aroma', 'eco', 'friendly', 'package', 'perfect', 'daily', 'use', 'good', 'value', 'pleasant', 'taste', 'pleasant', 'aroma', 'highly', 'recommend', 'whiten', 'dentition', 'refresh', 'breath', 'whiten', 'dentition', 'whiten', 'dentition', 'eco', 'friendly', 'ecofriendly']"
0,"['improve', 'oral', 'health', 'whiten', 'teeth', 'refresh', 'breath', 'highly', 'recommend', 'good', 'value', 'pleasant', 'taste', 'quality', 'product', 'quality', 'product', 'perfect', 'daily', 'use', 'refresh', 'breath', 'pleasant', 'taste', 'oralcare']"
0,"['review', 'text', 'miss', 'entry', 'review', 'text', 'miss', 'entry', 'review', 'text', 'miss', 'entry', 'review', 'text', 'miss', 'entry', 'review']"
0,"['improve', 'oral', 'health', 'gentle', 'gum', 'pleasant', 'aroma', 'perfect', 'daily', 'use', 'pleasant', 'taste', 'quality', 'product', 'improve', 'oral', 'health', 'highly', 'recommend', 'pleasant', 'aroma', 'quality', 'product']"
0,"['quality', 'product', 'highly', 'recommend', 'perfect', 'daily', 'use', 'improve', 'oral', 'health', 'eco', 'friendly', 'package', 'good', 'value', 'eco', 'friendly', 'package', 'pleasant', 'taste', 'eco', 'friendly', 'package', 'whiten', 'teeth', 'highly', 'recommend']"
0,"['review', 'text', 'miss', 'entry', 'review', 'text', 'miss', 'entry', 'review', 'text', 'miss', 'entry', 'review', 'text', 'miss', 'entry', 'review', 'teethwhitening']"
0,"['refresh', 'breath', 'long', 'last', 'effect', 'quality', 'product', 'highly', 'recommend', 'pleasant', 'taste', 'perfect', 'daily', 'use', 'perfect', 'daily', 'use', 'pleasant', 'aroma', 'pleasant', 'aroma', 'quality', 'product', 'eco', 'friendly']"
0,"['improve', 'oral', 'health', 'long', 'last', 'effect', 'refresh', 'breath', 'gentle', 'gum', 'pleasant', 'aroma', 'long', 'last', 'effect', 'refresh', 'breath', 'pleasant', 'taste', 'quality', 'product', 'highly', 'recommend', 'eco', 'friendly', 'package', 'gentle', 'sustainable']"
